transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale
505,17-12-2022,07:25:00,86,Male,24,Beauty,1,50,19.5,50
1475,04-10-2022,07:03:00,132,Male,26,Clothing,3,25,10.75,75
1505,30-10-2022,08:00:00,98,Male,24,Beauty,1,50,14.5,50
344,17-07-2022,09:47:00,69,Female,42,Beauty,1,30,7.5,30
448,19-03-2022,09:36:00,86,Female,54,Beauty,2,30,16.2,60
742,19-03-2022,06:08:00,37,Female,38,Electronics,4,500,195,2000
1344,18-12-2022,06:12:00,144,Female,42,Beauty,1,30,11.1,30
1448,16-05-2022,06:28:00,51,Female,54,Beauty,2,30,9.3,60
1742,22-11-2022,08:25:00,18,Female,38,Electronics,4,500,220,2000
445,14-04-2022,10:48:00,132,Female,53,Electronics,1,300,138,300
787,10-06-2022,10:42:00,25,Male,41,Electronics,1,25,13.75,25
1445,19-04-2022,06:16:00,31,Female,53,Electronics,1,300,129,300
1787,30-05-2022,07:42:00,104,Male,41,Electronics,1,25,10,25
49,17-09-2022,10:33:00,37,Female,54,Electronics,2,500,255,1000
420,02-01-2022,10:53:00,28,Female,22,Clothing,4,500,200,2000
519,08-04-2022,10:17:00,52,Female,36,Electronics,4,30,16.5,120
1049,16-05-2022,06:36:00,143,Female,54,Electronics,2,500,125,1000
1420,15-04-2022,07:01:00,138,Female,22,Clothing,4,500,205,2000
1519,08-01-2022,07:35:00,139,Female,36,Electronics,4,30,9.3,120
64,15-11-2022,06:34:00,7,Male,49,Clothing,4,25,8.5,100
592,26-12-2022,09:15:00,77,Female,46,Beauty,4,500,275,2000
912,31-10-2022,06:18:00,122,Male,51,Beauty,3,50,20.5,150
1064,14-04-2022,10:38:00,49,Male,49,Clothing,4,25,13.75,100
1592,16-03-2022,09:08:00,81,Female,46,Beauty,4,500,155,2000
1912,27-05-2022,07:40:00,146,Male,51,Beauty,3,50,22,150
134,25-08-2022,09:03:00,132,Male,49,Electronics,1,50,16,50
1134,05-08-2022,09:04:00,106,Male,49,Electronics,1,50,24,50
288,02-05-2022,09:59:00,27,Male,28,Clothing,4,30,12,120
323,21-01-2022,08:22:00,97,Female,29,Beauty,3,300,150,900
618,13-10-2022,10:22:00,5,Female,27,Beauty,1,50,26,50
720,08-04-2022,08:50:00,116,Female,56,Beauty,3,500,235,1500
1288,05-04-2022,11:56:00,26,Male,28,Clothing,4,30,9,120
1323,15-08-2022,10:49:00,136,Female,29,Beauty,3,300,114,900
1618,15-09-2022,06:27:00,118,Female,27,Beauty,1,50,13.5,50
1720,10-10-2022,08:51:00,28,Female,56,Beauty,3,500,190,1500
415,05-01-2022,09:59:00,85,Male,53,Clothing,2,30,8.1,60
736,18-12-2022,08:30:00,97,Male,29,Clothing,4,25,9.75,100
929,11-03-2022,10:18:00,40,Female,23,Beauty,3,25,10.5,75
1415,06-03-2022,07:11:00,146,Male,53,Clothing,2,30,15.3,60
1736,28-08-2022,08:57:00,87,Male,29,Clothing,4,25,10.25,100
1929,15-09-2022,06:50:00,62,Female,23,Beauty,3,25,12.75,75
264,26-12-2022,11:03:00,111,Male,47,Clothing,3,300,150,900
913,12-10-2022,10:52:00,78,Male,29,Electronics,3,30,16.5,90
940,05-01-2022,08:11:00,46,Female,20,Electronics,1,30,9.6,30
1264,27-05-2022,09:23:00,82,Male,47,Clothing,3,300,123,900
1913,23-06-2022,07:10:00,101,Male,29,Electronics,3,30,14.1,90
1940,15-06-2022,09:47:00,56,Female,20,Electronics,1,30,11.1,30
101,08-01-2022,08:46:00,24,Male,32,Clothing,2,300,135,600
1101,17-05-2022,07:47:00,15,Male,32,Clothing,2,300,132,600
189,02-01-2022,09:44:00,143,Male,63,Beauty,1,50,14.5,50
317,04-05-2022,07:54:00,117,Male,22,Electronics,3,30,12,90
322,19-10-2022,06:11:00,13,Male,51,Electronics,1,500,125,500
329,27-10-2022,07:42:00,52,Female,46,Electronics,4,25,8,100
1189,07-12-2022,06:08:00,104,Male,63,Beauty,1,50,20.5,50
1317,25-08-2022,08:02:00,144,Male,22,Electronics,3,30,12,90
1322,14-11-2022,09:56:00,10,Male,51,Electronics,1,500,250,500
1329,27-01-2022,10:39:00,119,Female,46,Electronics,4,25,9.25,100
235,10-03-2022,10:13:00,132,Female,23,Electronics,2,500,275,1000
300,08-01-2022,09:41:00,138,Female,19,Electronics,4,50,26.5,200
964,26-08-2022,08:18:00,15,Male,24,Clothing,3,300,156,900
1235,04-04-2022,06:44:00,87,Female,23,Electronics,2,500,220,1000
1300,08-08-2022,08:57:00,7,Female,19,Electronics,4,50,24,200
1964,02-08-2022,08:27:00,115,Male,24,Clothing,3,300,111,900
269,19-09-2022,11:31:00,87,Male,25,Clothing,4,500,250,2000
320,20-04-2022,08:35:00,57,Female,28,Electronics,4,300,159,1200
673,04-07-2022,10:14:00,18,Female,43,Clothing,3,500,270,1500
1269,01-01-2022,08:09:00,71,Male,25,Clothing,4,500,145,2000
1320,02-11-2022,11:55:00,102,Female,28,Electronics,4,300,84,1200
1673,14-06-2022,07:36:00,42,Female,43,Clothing,3,500,185,1500
142,08-04-2022,10:05:00,61,Male,35,Electronics,4,300,138,1200
223,15-01-2022,11:18:00,61,Female,64,Clothing,1,25,12,25
666,03-03-2022,10:59:00,49,Male,51,Electronics,3,50,16,150
1142,09-11-2022,09:49:00,2,Male,35,Electronics,4,300,114,1200
1223,20-02-2022,07:40:00,106,Female,64,Clothing,1,25,9.75,25
1666,08-12-2022,10:10:00,125,Male,51,Electronics,3,50,21,150
107,06-10-2022,09:18:00,75,Female,21,Clothing,4,300,78,1200
933,19-09-2022,07:53:00,81,Male,22,Beauty,1,30,12.9,30
1107,31-12-2022,11:14:00,62,Female,21,Clothing,4,300,102,1200
1933,12-01-2022,11:04:00,121,Male,22,Beauty,1,30,14.4,30
237,11-04-2022,08:54:00,105,Female,50,Beauty,2,500,165,1000
335,02-02-2022,09:23:00,2,Female,47,Beauty,4,30,10.8,120
1237,23-02-2022,09:20:00,48,Female,50,Beauty,2,500,215,1000
1335,27-05-2022,08:45:00,117,Female,47,Beauty,4,30,8.7,120
63,03-02-2022,11:49:00,127,Male,57,Electronics,2,25,6.25,50
195,14-08-2022,11:51:00,10,Male,52,Clothing,1,30,9.3,30
333,06-10-2022,08:15:00,21,Female,54,Electronics,4,300,99,1200
379,01-06-2022,07:28:00,76,Female,47,Clothing,1,25,8.5,25
490,27-01-2022,06:07:00,43,Male,34,Clothing,3,50,18.5,150
530,01-05-2022,07:52:00,8,Female,18,Electronics,4,30,9,120
740,01-12-2022,06:58:00,33,Female,25,Beauty,4,50,13,200
793,27-05-2022,10:53:00,1,Male,54,Beauty,1,30,14.7,30
1063,04-08-2022,10:26:00,56,Male,57,Electronics,2,25,11,50
1195,21-09-2022,07:07:00,55,Male,52,Clothing,1,30,12,30
1333,01-11-2022,11:38:00,151,Female,54,Electronics,4,300,165,1200
1379,02-01-2022,06:23:00,69,Female,47,Clothing,1,25,7.25,25
1490,26-10-2022,07:15:00,155,Male,34,Clothing,3,50,17,150
1530,10-12-2022,08:17:00,93,Female,18,Electronics,4,30,12.3,120
1740,16-07-2022,06:01:00,66,Female,25,Beauty,4,50,27,200
1793,11-12-2022,06:05:00,88,Male,54,Beauty,1,30,10.8,30
85,03-09-2022,08:05:00,68,Male,31,Clothing,3,50,19,150
232,12-08-2022,07:14:00,150,Female,43,Beauty,1,25,12.75,25
240,05-11-2022,11:49:00,95,Female,23,Beauty,1,300,123,300
993,07-09-2022,09:21:00,134,Female,48,Electronics,3,50,17,150
1085,12-08-2022,09:29:00,76,Male,31,Clothing,3,50,17,150
1232,23-05-2022,08:05:00,146,Female,43,Beauty,1,25,6.25,25
1240,07-08-2022,07:42:00,144,Female,23,Beauty,1,300,90,300
1993,29-12-2022,11:53:00,123,Female,48,Electronics,3,50,26.5,150
366,29-10-2022,09:32:00,116,Male,57,Clothing,2,50,17.5,100
372,19-06-2022,11:45:00,27,Female,24,Beauty,3,500,140,1500
596,12-02-2022,08:44:00,87,Female,64,Electronics,1,300,93,300
936,05-01-2022,10:51:00,143,Male,57,Beauty,4,50,19.5,200
1366,01-01-2022,11:34:00,25,Male,57,Clothing,2,50,23.5,100
1372,18-03-2022,10:53:00,60,Female,24,Beauty,3,500,145,1500
1596,28-03-2022,06:22:00,7,Female,64,Electronics,1,300,141,300
1936,19-06-2022,11:32:00,60,Male,57,Beauty,4,50,12.5,200
284,12-11-2022,09:17:00,129,Male,43,Clothing,4,50,20.5,200
434,26-10-2022,06:09:00,50,Female,43,Electronics,2,25,8.25,50
775,06-05-2022,11:07:00,98,Female,46,Electronics,4,25,9.5,100
977,26-07-2022,08:35:00,46,Female,35,Electronics,3,25,13.75,75
1284,16-12-2022,11:43:00,145,Male,43,Clothing,4,50,18,200
1434,04-02-2022,10:02:00,147,Female,43,Electronics,2,25,7,50
1775,18-12-2022,08:04:00,78,Female,46,Electronics,4,25,13.75,100
1977,05-08-2022,10:46:00,63,Female,35,Electronics,3,25,12,75
649,21-06-2022,08:17:00,44,Female,58,Clothing,2,300,135,600
1649,21-10-2022,07:44:00,72,Female,58,Clothing,2,300,75,600
54,20-10-2022,10:17:00,142,Female,38,Electronics,3,500,200,1500
68,15-12-2022,09:06:00,146,Male,25,Electronics,1,300,84,300
192,08-11-2022,08:05:00,134,Male,62,Beauty,2,50,13,100
1054,10-01-2022,09:24:00,49,Female,38,Electronics,3,500,140,1500
1068,14-09-2022,10:11:00,136,Male,25,Electronics,1,300,111,300
1192,29-03-2022,08:41:00,37,Male,62,Beauty,2,50,20.5,100
331,16-08-2022,08:33:00,28,Male,28,Electronics,3,30,10.2,90
346,05-09-2022,06:54:00,38,Male,59,Clothing,2,500,215,1000
657,29-01-2022,08:53:00,46,Male,40,Clothing,1,25,8,25
732,13-10-2022,08:45:00,136,Male,61,Electronics,2,500,250,1000
972,16-08-2022,11:42:00,139,Male,49,Beauty,4,25,6.75,100
1331,15-05-2022,09:29:00,36,Male,28,Electronics,3,30,13.8,90
1346,10-04-2022,10:01:00,112,Male,59,Clothing,2,500,130,1000
1657,09-08-2022,10:05:00,61,Male,40,Clothing,1,25,8,25
1732,25-02-2022,07:05:00,55,Male,61,Electronics,2,500,215,1000
1972,21-12-2022,06:39:00,5,Male,49,Beauty,4,25,9.25,100
714,29-10-2022,08:50:00,20,Female,18,Clothing,1,500,190,500
1714,23-11-2022,06:07:00,111,Female,18,Clothing,1,500,245,500
193,27-03-2022,10:40:00,55,Male,35,Beauty,3,500,180,1500
577,21-04-2022,11:55:00,45,Male,21,Beauty,4,500,215,2000
848,24-01-2022,10:46:00,15,Female,63,Clothing,3,25,9.75,75
945,01-10-2022,10:01:00,120,Male,30,Beauty,1,25,13.25,25
1193,11-05-2022,11:31:00,50,Male,35,Beauty,3,500,145,1500
1577,11-09-2022,06:22:00,145,Male,21,Beauty,4,500,160,2000
1848,27-12-2022,10:16:00,63,Female,63,Clothing,3,25,12.5,75
1945,19-04-2022,09:55:00,33,Male,30,Beauty,1,25,10.75,25
11,27-02-2022,10:30:00,151,Male,23,Clothing,2,50,23.5,100
821,23-11-2022,11:27:00,40,Male,49,Electronics,1,300,129,300
1011,01-04-2022,06:48:00,15,Male,23,Clothing,2,50,19,100
1821,03-10-2022,07:17:00,42,Male,49,Electronics,1,300,108,300
133,23-06-2022,09:01:00,70,Male,20,Electronics,3,300,87,900
1133,05-03-2022,06:42:00,58,Male,20,Electronics,3,300,159,900
16,25-06-2022,10:33:00,82,Male,19,Clothing,3,500,180,1500
42,08-12-2022,08:29:00,63,Male,22,Clothing,3,300,147,900
292,10-10-2022,06:33:00,111,Male,20,Beauty,4,300,141,1200
416,21-08-2022,09:29:00,55,Male,53,Electronics,4,500,245,2000
584,31-12-2022,10:21:00,106,Female,27,Beauty,4,50,16.5,200
861,30-09-2022,08:57:00,22,Female,41,Clothing,3,30,9.6,90
1016,12-12-2022,07:39:00,52,Male,19,Clothing,3,500,200,1500
1042,11-02-2022,06:21:00,7,Male,22,Clothing,3,300,150,900
1292,15-05-2022,08:20:00,88,Male,20,Beauty,4,300,90,1200
1416,29-12-2022,10:47:00,111,Male,53,Electronics,4,500,125,2000
1584,03-09-2022,11:07:00,62,Female,27,Beauty,4,50,16.5,200
1861,04-07-2022,10:41:00,145,Female,41,Clothing,3,30,10.2,90
256,09-01-2022,08:05:00,3,Male,23,Clothing,2,500,270,1000
1256,05-11-2022,09:58:00,29,Male,23,Clothing,2,500,190,1000
44,03-03-2022,11:07:00,93,Female,22,Clothing,1,25,11.75,25
257,10-12-2022,08:49:00,130,Male,19,Beauty,4,500,165,2000
1044,20-02-2022,09:08:00,70,Female,22,Clothing,1,25,7.5,25
1257,10-05-2022,11:55:00,29,Male,19,Beauty,4,500,255,2000
268,14-04-2022,08:26:00,93,Female,28,Electronics,1,30,8.7,30
287,26-08-2022,11:07:00,88,Male,54,Clothing,4,25,10,100
966,07-11-2022,07:22:00,119,Male,60,Electronics,2,500,190,1000
1268,09-06-2022,09:33:00,15,Female,28,Electronics,1,30,14.1,30
1287,13-09-2022,08:03:00,120,Male,54,Clothing,4,25,7,100
1966,20-07-2022,09:52:00,74,Male,60,Electronics,2,500,200,1000
70,27-12-2022,10:48:00,147,Female,43,Clothing,1,300,84,300
371,18-12-2022,10:01:00,32,Female,20,Beauty,1,25,13,25
900,10-11-2022,08:41:00,130,Male,21,Clothing,2,30,15.6,60
1070,14-07-2022,11:12:00,102,Female,43,Clothing,1,300,120,300
1371,06-05-2022,06:52:00,41,Female,20,Beauty,1,25,13.5,25
1900,21-01-2022,06:43:00,65,Male,21,Clothing,2,30,10.8,60
8,27-12-2022,11:19:00,148,Male,30,Electronics,4,25,11,100
41,11-10-2022,10:36:00,88,Male,34,Clothing,2,25,13.25,50
454,12-03-2022,07:20:00,13,Female,46,Beauty,1,25,13,25
780,06-07-2022,11:30:00,107,Male,52,Electronics,2,25,13.25,50
920,20-08-2022,10:25:00,99,Female,28,Beauty,3,25,6.75,75
1008,10-01-2022,08:51:00,116,Male,30,Electronics,4,25,13,100
1041,10-05-2022,07:27:00,74,Male,34,Clothing,2,25,11,50
1454,25-06-2022,11:18:00,22,Female,46,Beauty,1,25,6.75,25
1780,11-12-2022,10:00:00,32,Male,52,Electronics,2,25,10.5,50
1920,24-10-2022,08:33:00,23,Female,28,Beauty,3,25,9.25,75
396,15-12-2022,07:11:00,29,Female,55,Beauty,1,30,10.8,30
1396,07-06-2022,06:23:00,9,Female,55,Beauty,1,30,8.4,30
168,29-04-2022,09:20:00,138,Male,53,Clothing,1,300,102,300
400,08-03-2022,09:52:00,2,Male,53,Clothing,4,50,24,200
611,21-07-2022,08:13:00,11,Male,51,Beauty,3,500,180,1500
800,19-09-2022,07:33:00,111,Male,32,Clothing,4,300,87,1200
1168,10-07-2022,07:56:00,68,Male,53,Clothing,1,300,150,300
1400,12-09-2022,11:54:00,115,Male,53,Clothing,4,50,20,200
1611,17-11-2022,07:30:00,125,Male,51,Beauty,3,500,180,1500
1800,21-08-2022,10:53:00,1,Male,32,Clothing,4,300,111,1200
272,10-06-2022,11:57:00,112,Female,61,Electronics,2,50,27.5,100
473,25-09-2022,10:09:00,1,Male,64,Beauty,1,50,14.5,50
506,29-04-2022,07:13:00,9,Male,34,Beauty,3,500,200,1500
766,04-01-2022,08:02:00,128,Male,38,Electronics,3,300,165,900
1272,14-04-2022,11:59:00,66,Female,61,Electronics,2,50,17,100
1473,19-03-2022,09:06:00,30,Male,64,Beauty,1,50,13,50
1506,09-01-2022,07:31:00,52,Male,34,Beauty,3,500,245,1500
1766,22-11-2022,06:08:00,6,Male,38,Electronics,3,300,129,900
135,18-04-2022,07:22:00,104,Male,20,Clothing,2,25,13,50
1135,14-01-2022,08:16:00,124,Male,20,Clothing,2,25,12.5,50
2,24-06-2022,10:07:00,104,Female,26,Clothing,2,500,135,1000
158,21-01-2022,11:38:00,141,Female,44,Electronics,2,300,132,600
185,27-06-2022,09:48:00,57,Male,24,Clothing,1,25,7,25
433,29-07-2022,08:48:00,144,Male,29,Beauty,4,50,20,200
1002,02-03-2022,09:24:00,69,Female,26,Clothing,2,500,270,1000
1158,24-02-2022,09:29:00,77,Female,44,Electronics,2,300,138,600
1185,04-10-2022,10:28:00,153,Male,24,Clothing,1,25,10.25,25
1433,16-01-2022,11:41:00,113,Male,29,Beauty,4,50,15.5,200
152,16-06-2022,11:58:00,120,Male,43,Electronics,4,500,210,2000
753,06-07-2022,10:07:00,70,Female,32,Clothing,1,30,15.9,30
763,23-04-2022,09:43:00,58,Male,34,Clothing,2,25,11.5,50
932,08-10-2022,08:33:00,120,Female,45,Beauty,4,25,7.75,100
1152,26-12-2022,07:48:00,87,Male,43,Electronics,4,500,170,2000
1753,17-07-2022,07:40:00,28,Female,32,Clothing,1,30,10.5,30
1763,30-06-2022,11:37:00,93,Male,34,Clothing,2,25,13.5,50
1932,08-11-2022,07:07:00,96,Female,45,Beauty,4,25,6.25,100
399,07-12-2022,09:25:00,136,Female,64,Beauty,2,30,12.9,60
500,14-10-2022,06:11:00,120,Female,60,Beauty,4,25,11.5,100
514,04-11-2022,08:35:00,139,Female,18,Electronics,1,300,96,300
1399,28-01-2022,09:32:00,15,Female,64,Beauty,2,30,16.2,60
1500,20-04-2022,08:36:00,53,Female,60,Beauty,4,25,8.5,100
1514,12-07-2022,10:55:00,59,Female,18,Electronics,1,300,75,300
947,31-07-2022,07:09:00,4,Male,50,Beauty,1,300,129,300
1947,05-03-2022,06:27:00,134,Male,50,Beauty,1,300,75,300
220,07-05-2022,06:44:00,138,Male,64,Beauty,1,500,140,500
339,18-08-2022,10:27:00,33,Female,22,Electronics,2,25,10.25,50
785,19-10-2022,06:09:00,88,Female,31,Beauty,4,50,13,200
885,17-09-2022,10:10:00,121,Female,52,Clothing,4,30,14.4,120
888,01-12-2022,06:03:00,63,Female,52,Electronics,4,25,12.75,100
1220,29-06-2022,11:16:00,47,Male,64,Beauty,1,500,240,500
1339,10-11-2022,10:34:00,132,Female,22,Electronics,2,25,7.5,50
1785,20-02-2022,11:17:00,144,Female,31,Beauty,4,50,17,200
1885,09-11-2022,07:32:00,148,Female,52,Clothing,4,30,10.8,120
1888,14-06-2022,08:10:00,49,Female,52,Electronics,4,25,12.5,100
621,13-04-2022,09:55:00,138,Female,40,Beauty,2,500,275,1000
1621,22-09-2022,10:49:00,2,Female,40,Beauty,2,500,160,1000
52,19-09-2022,09:42:00,55,Female,36,Beauty,1,300,111,300
536,20-08-2022,06:25:00,17,Female,55,Beauty,4,30,8.7,120
1052,12-02-2022,06:12:00,94,Female,36,Beauty,1,300,120,300
1536,11-05-2022,07:23:00,14,Female,55,Beauty,4,30,13.5,120
197,03-04-2022,11:57:00,14,Female,42,Clothing,4,50,25.5,200
750,13-11-2022,07:33:00,69,Female,35,Clothing,3,25,8.75,75
910,21-08-2022,06:29:00,138,Female,20,Beauty,3,50,22.5,150
917,15-02-2022,11:50:00,120,Female,57,Electronics,4,50,16.5,200
1197,13-08-2022,10:07:00,77,Female,42,Clothing,4,50,19,200
1750,20-01-2022,10:10:00,138,Female,35,Clothing,3,25,7.25,75
1910,09-10-2022,06:22:00,141,Female,20,Beauty,3,50,18,150
1917,02-05-2022,07:17:00,52,Female,57,Electronics,4,50,24,200
198,21-05-2022,11:42:00,30,Female,54,Beauty,3,300,114,900
444,06-10-2022,07:06:00,51,Female,61,Clothing,3,30,15.9,90
547,14-11-2022,07:36:00,3,Male,63,Clothing,4,500,250,2000
705,30-09-2022,07:28:00,37,Male,60,Electronics,2,25,6.25,50
1198,07-08-2022,10:43:00,147,Female,54,Beauty,3,300,159,900
1444,29-04-2022,06:18:00,135,Female,61,Clothing,3,30,14.1,90
1547,11-08-2022,06:39:00,142,Male,63,Clothing,4,500,235,2000
1705,14-08-2022,08:32:00,94,Male,60,Electronics,2,25,8.75,50
423,18-07-2022,06:06:00,41,Female,27,Clothing,1,25,11.75,25
1423,15-06-2022,07:56:00,131,Female,27,Clothing,1,25,11,25
248,02-07-2022,07:11:00,5,Male,26,Clothing,3,300,126,900
360,09-09-2022,09:04:00,26,Male,42,Clothing,4,25,10.5,100
377,13-09-2022,08:30:00,141,Female,46,Clothing,4,50,18,200
1248,08-09-2022,08:20:00,68,Male,26,Clothing,3,300,111,900
1360,18-06-2022,09:31:00,93,Male,42,Clothing,4,25,6.25,100
1377,21-03-2022,07:52:00,71,Female,46,Clothing,4,50,14,200
397,26-10-2023,08:06:00,59,Female,30,Beauty,1,25,10.5,25
623,15-11-2023,10:00:00,39,Male,34,Clothing,3,50,26,150
1397,01-01-2023,11:05:00,6,Female,30,Beauty,1,25,11.75,25
1623,05-03-2023,06:14:00,76,Male,34,Clothing,3,50,22,150
717,30-11-2023,08:15:00,8,Male,57,Clothing,1,500,190,500
1717,12-01-2023,09:40:00,21,Male,57,Clothing,1,500,175,500
130,19-06-2023,06:21:00,114,Female,57,Clothing,1,500,125,500
658,30-10-2023,07:47:00,93,Male,59,Clothing,1,25,6.5,25
1130,20-02-2023,09:03:00,28,Female,57,Clothing,1,500,180,500
1658,10-04-2023,06:08:00,148,Male,59,Clothing,1,25,12.25,25
